ROWNUM;NAME;ADDRESS;X;Y;NAPRAVLENIE;USL_SPEED;GLOBALID;
565;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, д.16";"37.383992";"55.842606";"из центра";"Выделенная полоса+скорость";"87482811";
566;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, д.19, корп.1";"37.377519";"55.845119";"в центр";"Выделенная полоса+скорость";"87482812";
567;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, д.31";"37.36395";"55.851814";"в центр";"Выделенная полоса+скорость";"87482813";
568;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, д.32";"37.365072";"55.851597";"из центра";"Выделенная полоса+скорость";"87482814";
569;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, д.35";"37.361233";"55.853139";"в центр";"Выделенная полоса";"87482815";
570;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, д.6";"37.38775";"55.836769";"из центра";"Скорость";"87482816";
571;"Комплекс фото-видеофиксации нарушений ПДД";"Пятницкое шоссе, напортив д.2";"37.387689";"55.834729";"в центр";"Скорость";"87482817";
572;"Комплекс фото-видеофиксации нарушений ПДД";"Радиоулица, д.23/9";"37.684233";"55.762642";"в центр";"Проезд грузового транспорта";"87482818";
573;"Комплекс фото-видеофиксации нарушений ПДД";"улица Римского - Корсакова, у д.40, по Алтуфьевскому шоссе";"37.590683";"55.870192";"в центр";"Контроль база";"87482819";
574;"Комплекс фото-видеофиксации нарушений ПДД";"Рублево-Успенское шоссе - МКАД";"37.369194";"55.761452";"внутренняя сторона МКАД";"Контроль база+скорость";"87482820";
575;"Комплекс фото-видеофиксации нарушений ПДД";"Рублево-Успенское шоссе - МКАД";"37.36956";"55.773031";"внутренняя сторона МКАД";"Контроль база+скорость";"87482821";
576;"Комплекс фото-видеофиксации нарушений ПДД";"Рублево-Успенское шоссе - МКАД";"37.368159";"55.766431";"из центра";"Контроль база (комплекс №1)";"87482822";
577;"Комплекс фото-видеофиксации нарушений ПДД";"Рублево-Успенское шоссе - МКАД";"37.368222";"55.764756";"из центра";"Контроль база (комплекс №2)";"87482823";
578;"Комплекс фото-видеофиксации нарушений ПДД";"Рублевское шоссе - МКАД";"37.3839";"55.763155";"в центр";"Контроль база";"87482824";
579;"Комплекс фото-видеофиксации нарушений ПДД";"Рублевское шоссе - МКАД";"37.365016";"55.772065";"из центра";"Контроль база";"87482825";
580;"Комплекс фото-видеофиксации нарушений ПДД";"Русаковская набережная, напротив д.27 по улице Стромынка";"37.702804";"55.795497";"в центр";"Скорость";"87482826";
581;"Комплекс фото-видеофиксации нарушений ПДД";"улица Руставели, у д.9/11 по улице Добролюбова";"37.592621";"55.812983";"к Дмитровскому ш.";"Контроль база";"87482827";
582;"Комплекс фото-видеофиксации нарушений ПДД";"Рябиновая улица - МКАД";"37.42979";"55.66932";"в центр";"Контроль база";"87482828";
583;"Комплекс фото-видеофиксации нарушений ПДД";"Рябиновая улица - МКАД";"37.423061";"55.674652";"внутренняя сторона МКАД";"Контроль база+скорость";"87482829";
584;"Комплекс фото-видеофиксации нарушений ПДД";"Рябиновая улица - МКАД";"37.430358";"55.669581";"из центра";"Контроль база";"87482830";
585;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект - МКАД";"37.840459";"55.706304";"из центра";"Контроль база";"87482831";
586;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект - МКАД";"37.836644";"55.710733";"внутренняя сторона МКАД";"Контроль база+скорость";"87482832";
587;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект - МКАД";"37.833126";"55.70512";"внутренняя сторона МКАД";"Контроль база+скорость";"87482833";
588;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект - МКАД";"37.829157";"55.708949";"в центр";"Контроль база";"87482834";
589;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект, д.91, корп.1";"37.804296";"55.715428";"в центр";"Скорость";"87482835";
590;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект., д.10, стр.1";"37.757536";"55.726902";"из центра";"Скорость";"87482836";
591;"Комплекс фото-видеофиксации нарушений ПДД";"Рязанский проспект., д.2, по 2-му Карачаровскому проезду";"37.753738";"55.728289";"в центр";"Скорость";"87482837";
592;"Комплекс фото-видеофиксации нарушений ПДД";"Саввинская набережная, напротив д.12, стр.8 по Большому Саввинскому переулку";"37.560217";"55.732584";"из центра";"Скорость";"87482838";
593;"Комплекс фото-видеофиксации нарушений ПДД";"Садовая-Кудринская улица, д.9, стр.1";"37.586545";"55.762053";"внутренняя сторона Садовое кольцо";"Скорость";"87482839";
594;"Комплекс фото-видеофиксации нарушений ПДД";"Садовая-Спасская улица, д.6, стр.1";"37.639584";"55.771422";"внутренняя сторона Садовое кольцо";"Скорость";"87482840";
595;"Комплекс фото-видеофиксации нарушений ПДД";"Садовое кольцо, внутр., Самотечная эстакада, Садовая-Сухаревская улица, д.4";"37.622714";"55.773583";"внутренняя сторона Садовое кольцо";"Скорость";"87482841";
596;"Комплекс фото-видеофиксации нарушений ПДД";"улица Саломеи Нерис - МКАД";"37.388465";"55.851508";"из центра";"Контроль база";"87482842";
597;"Комплекс фото-видеофиксации нарушений ПДД";"улица Саломеи Нерис - МКАД";"37.391549";"55.847855";"внутренняя сторона МКАД";"Контроль база";"87482843";
598;"Комплекс фото-видеофиксации нарушений ПДД";"улица Саломеи Нерис - МКАД напротив д.6, корп.2";"37.433094";"55.874879";"в центр";"Контроль база";"87482844";
599;"Комплекс фото-видеофиксации нарушений ПДД";"улица Саломеи Нерис - МКАД Путилковское шоссе";"37.388465";"55.851508";"из центра";"Контроль база";"87482845";
600;"Комплекс фото-видеофиксации нарушений ПДД";"Свободный проспект, д.16 А";"37.817559";"55.753322";"к Зеленому пр-ту";"Скорость";"87482846";
601;"Комплекс фото-видеофиксации нарушений ПДД";"Свободный проспект, напротив д.37/18";"37.815679";"55.749279";"к Вешняковской ул.";"Скорость";"87482847";
602;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы - МКАД";"37.433094";"55.874879";"в центр";"Контроль база";"87482848";
603;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы - МКАД";"37.43426";"55.878274";"внутренняя сторона МКАД";"Контроль база+скорость";"87482849";
604;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы - МКАД";"37.422414";"55.878753";"из центра";"Контроль база+скорость";"87482850";
605;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы, д.63";"37.451456";"55.854717";"в центр";"Скорость";"87482851";
606;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы, д.93, корп.1, МГО № 261";"37.444914";"55.868874";"в центр";"Скорость";"87482852";
607;"Комплекс фото-видеофиксации нарушений ПДД";"улица Свободы, напротив д.63";"37.450383";"55.854669";"из центра";"Скорость";"87482853";
608;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект  д.29";"37.592128";"55.676042";"в центр";"Выделенная полоса";"87482854";
609;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, д.24, корп.22";"37.591881";"55.676047";"из центра";"Выделенная полоса";"87482855";
610;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, д.53";"37.581533";"55.665956";"в центр";"Выделенная полоса";"87482856";
611;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, д.63/20";"37.575856";"55.660889";"в центр";"Выделенная полоса";"87482857";
612;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, д.66, МГТ № 292";"37.5408";"55.627153";"из центра";"Выделенная полоса";"87482858";
613;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, МГТ № 178";"37.555603";"55.642939";"из центра";"Скорость";"87482859";
614;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, МГТ № 307";"37.542333";"55.624117";"в центр";"Выделенная полоса";"87482860";
615;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, напротив д.22 по  Перекопской улице";"37.575008";"55.660403";"из центра";"Выделенная полоса";"87482861";
616;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, напротив д.54";"37.559692";"55.644447";"в центр";"Скорость";"87482862";
617;"Комплекс фото-видеофиксации нарушений ПДД";"Севастопольский проспект, напротив д.58";"37.550047";"55.641102";"в центр";"Выделенная полоса";"87482863";
618;"Комплекс фото-видеофиксации нарушений ПДД";"улица Серпуховский Вал, д.13";"37.614081";"55.711293";"к Серпуховской заставы пл.";"Контроль база";"87482864";
619;"Комплекс фото-видеофиксации нарушений ПДД";"улица Серпуховский Вал, д.16/25";"37.613555";"55.711742";"от Серпуховской заставы пл.";"Контроль база";"87482865";
620;"Комплекс фото-видеофиксации нарушений ПДД";"улица Симоновский Вал, д.11/31, корп.1";"37.663661";"55.724758";"в центр";"Выделенная полоса";"87482866";
621;"Комплекс фото-видеофиксации нарушений ПДД";"улица Симоновский Вал, д.19";"37.663829";"55.720654";"в центр";"Выделенная полоса";"87482867";
622;"Комплекс фото-видеофиксации нарушений ПДД";"Сколковское шоссе - МКАД";"37.400964";"55.70359";"в центр";"Контроль база";"87482868";
623;"Комплекс фото-видеофиксации нарушений ПДД";"Сколковское шоссе - МКАД";"37.402625";"55.699019";"внутренняя сторона МКАД";"Контроль база";"87482869";
624;"Комплекс фото-видеофиксации нарушений ПДД";"Сколковское шоссе - МКАД";"37.397255";"55.700679";"из центра";"Контроль база";"87482870";
625;"Комплекс фото-видеофиксации нарушений ПДД";"Сколковское шоссе - МКАД";"37.395229";"55.704978";"внутренняя сторона МКАД";"Контроль база";"87482871";
626;"Комплекс фото-видеофиксации нарушений ПДД";"Слободской переулок, напротив д.8/3";"37.682226";"55.757124";"в центр";"Проезд грузового транспорта";"87482872";
627;"Комплекс фото-видеофиксации нарушений ПДД";"Сосновая аллея, корп.601";"37.225646";"55.988832";"к Московскому пр-ту";"Скорость";"87482873";
628;"Комплекс фото-видеофиксации нарушений ПДД";"Сосновая аллея, напротив, корп.607";"37.229392";"55.98832";"к Озерной аллее";"Скорость";"87482874";
629;"Комплекс фото-видеофиксации нарушений ПДД";"Ставропольская улица, напротив д.70";"37.773098";"55.682055";"к Тихорецкому б-ру";"Контроль база";"87482875";
630;"Комплекс фото-видеофиксации нарушений ПДД";"улица Сталеваров - МКАД";"37.84151";"55.7675";"в центр";"Контроль база";"87482876";
631;"Комплекс фото-видеофиксации нарушений ПДД";"улица Сталеваров - МКАД";"37.842796";"55.766385";"внутренняя сторона МКАД";"Контроль база";"87482877";
632;"Комплекс фото-видеофиксации нарушений ПДД";"улица Сталеваров - МКАД";"37.842815";"55.773981";"внутренняя сторона МКАД";"Контроль база";"87482878";
633;"Комплекс фото-видеофиксации нарушений ПДД";"улица Сталеваров - МКАД";"37.846742";"55.767768";"из центра";"Контроль база";"87482879";
634;"Комплекс фото-видеофиксации нарушений ПДД";"Стартовая улица, напротив д.35";"37.688322";"55.886587";"в центр";"Контроль база";"87482880";
635;"Комплекс фото-видеофиксации нарушений ПДД";"Стрельбищенский переулок, д.27";"37.540772";"55.764672";"в центр";"Проезд грузового транспорта";"87482881";
636;"Комплекс фото-видеофиксации нарушений ПДД";"Строгинское шоссе, напротив д.33 по улице Исаковского";"37.420064";"55.804236";"в центр";"Скорость";"87482882";
637;"Комплекс фото-видеофиксации нарушений ПДД";"Строгинское шоссе, опора МГО № 109";"37.434307";"55.80454";"в центр";"Скорость";"87482883";
638;"Комплекс фото-видеофиксации нарушений ПДД";"Строгинское шоссе, опора МГО № 120";"37.432194";"55.804564";"из центра";"Скорость";"87482884";
639;"Комплекс фото-видеофиксации нарушений ПДД";"Строгинское шоссе, опора МГО № 61";"37.448928";"55.805153";"в центр";"Скорость";"87482885";
640;"Комплекс фото-видеофиксации нарушений ПДД";"Строгинское шоссе, опора МГО № 64";"37.448424";"55.805473";"из центра";"Скорость";"87482886";
641;"Комплекс фото-видеофиксации нарушений ПДД";"Строгинское шоссе, у д.33, корп.6, по улице Исаковского";"37.422387";"55.804151";"из центра";"Скорость";"87482887";
642;"Комплекс фото-видеофиксации нарушений ПДД";"улица Стромынка, д.20";"37.701164";"55.794597";"из центра";"Скорость";"87482888";
643;"Комплекс фото-видеофиксации нарушений ПДД";"улица Стромынка, д.27";"37.701036";"55.794722";"в центр";"Скорость";"87482889";
644;"Комплекс фото-видеофиксации нарушений ПДД";"улица Стромынка, у д.1 по улице Барболина";"37.683049";"55.789968";"из центра";"Контроль база";"87482890";
645;"Комплекс фото-видеофиксации нарушений ПДД";"Суворовская площадь, д.2, стр.1";"37.616179";"55.781883";"из центра";"Контроль база";"87482891";
646;"Комплекс фото-видеофиксации нарушений ПДД";"Таллинская улица - МКАД";"37.386609";"55.801202";"в центр";"Контроль база";"87482892";
647;"Комплекс фото-видеофиксации нарушений ПДД";"Тихвинская улица, напротив д.39";"37.599668";"55.791236";"в центр";"Проезд грузового транспорта";"87482893";
648;"Комплекс фото-видеофиксации нарушений ПДД";"Трикотажный проезд - МКАД";"37.401164";"55.833303";"в центр";"Контроль база+скорость";"87482894";
649;"Комплекс фото-видеофиксации нарушений ПДД";"Трикотажный проезд - МКАД";"37.391249";"55.83416";"из центра";"Контроль база+скорость";"87482895";
650;"Комплекс фото-видеофиксации нарушений ПДД";"Трикотажный проезд - МКАД";"37.395498";"55.834389";"внутренняя сторона МКАД";"Контроль база+скорость";"87482896";
651;"Комплекс фото-видеофиксации нарушений ПДД";"Трикотажный проезд - МКАД";"37.395905";"55.83793";"внутренняя сторона МКАД";"Контроль база+скорость";"87482897";
652;"Комплекс фото-видеофиксации нарушений ПДД";"Троекуровский проезд - МКАД";"37.40591";"55.699099";"в центр";"Контроль база";"87482898";
653;"Комплекс фото-видеофиксации нарушений ПДД";"Троекуровский проезд - МКАД";"37.402625";"55.699019";"внутренняя сторона МКАД";"Контроль база";"87482899";
654;"Комплекс фото-видеофиксации нарушений ПДД";"улица Удальцова, д.79";"37.499219";"55.679632";"к Вернадского пр-ту";"Контроль база";"87482900";
655;"Комплекс фото-видеофиксации нарушений ПДД";"улица Фридриха Энгельса, д.25";"37.684192";"55.773397";"в центр";"Проезд грузового транспорта";"87482901";
656;"Комплекс фото-видеофиксации нарушений ПДД";"Фрунзенская набережная, напротив д.32";"37.588376";"55.723842";"в центр";"Скорость";"87482902";
657;"Комплекс фото-видеофиксации нарушений ПДД";"Фрунзенская набережная, напротив д.48";"37.580542";"55.717164";"в центр";"Проезд грузового транспорта";"87482903";
658;"Комплекс фото-видеофиксации нарушений ПДД";"Хабаровская улица - МКАД";"37.823313";"55.832479";"внутренняя сторона МКАД";"Контроль база+скорость";"87482904";
659;"Комплекс фото-видеофиксации нарушений ПДД";"Хабаровская улица - МКАД";"37.831507";"55.827438";"внутренняя сторона МКАД";"Контроль база+скорость";"87482905";
660;"Комплекс фото-видеофиксации нарушений ПДД";"Хабаровская улица - МКАД";"37.830499";"55.830643";"из центра";"Контроль база+скорость";"87482906";
661;"Комплекс фото-видеофиксации нарушений ПДД";"Хабаровская улица - МКАД";"37.82483";"55.829377";"в центр";"Контроль база";"87482907";
662;"Комплекс фото-видеофиксации нарушений ПДД";"улица Хамовнический Вал, д.28";"37.565253";"55.719992";"к Лужнецкому пр-ду";"Проезд грузового транспорта";"87482908";
663;"Комплекс фото-видеофиксации нарушений ПДД";"улица Хамовнический Вал, МГО № 70";"37.560338";"55.721525";"к Лужнецкому пр-ду";"Скорость";"87482909";
664;"Комплекс фото-видеофиксации нарушений ПДД";"улица Хамовнический Вал, напротив д.32";"37.564165";"55.720142";"к Комсомольскому пр-ту";"Скорость";"87482910";
665;"Комплекс фото-видеофиксации нарушений ПДД";"улица Хачатуряна, д.3";"37.586952";"55.856929";"к Алтуфьевскому ш.";"Контроль база";"87482911";
666;"Комплекс фото-видеофиксации нарушений ПДД";"Хорошёвское шоссе, д.1, стр.2, по улице Зорге";"37.513271";"55.777758";"из центра";"Контроль база";"87482912";
667;"Комплекс фото-видеофиксации нарушений ПДД";"Хорошёвское шоссе, д.86";"37.518622";"55.777448";"из центра";"Скорость";"87482913";
668;"Комплекс фото-видеофиксации нарушений ПДД";"Чертановская улица, д.39, корп.1";"37.59107";"55.609602";"в центр";"Скорость";"87482914";
669;"Комплекс фото-видеофиксации нарушений ПДД";"Чертановская улица, д.44";"37.590641";"55.609287";"из центра";"Скорость";"87482915";
670;"Комплекс фото-видеофиксации нарушений ПДД";"Чечёрский проезд, д.22";"37.543212";"55.53847";"из центра";"Скорость";"87482916";
671;"Комплекс фото-видеофиксации нарушений ПДД";"Шлюзовая набережная, д.8";"37.648041";"55.731098";"из центра";"Контроль база";"87482917";
672;"Комплекс фото-видеофиксации нарушений ПДД";"Шмитовский проезд, д.26";"37.539283";"55.756023";"из центра";"Контроль база";"87482918";
673;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе - МКАД";"37.831842";"55.813346";"в центр";"Контроль база+скорость";"87482919";
674;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе - МКАД";"37.838376";"55.81847";"внутренняя сторона МКАД";"Контроль база+скорость";"87482920";
675;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе - МКАД";"37.839057";"55.808963";"внутренняя сторона МКАД";"Контроль база+скорость";"87482921";
676;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе - МКАД, № 1";"37.839789";"55.813958";"из центра";"Контроль база+скорость";"87482922";
677;"Комплекс фото-видеофиксации нарушений ПДД";"Щелковское шоссе - МКАД, № 2";"37.841677";"55.813285";"из центра";"Контроль база+скорость";"87482923";
678;"Комплекс фото-видеофиксации нарушений ПДД";"Щёлковское шоссе, д.23";"37.772933";"55.808033";"в центр";"Выделенная полоса";"87482924";
679;"Комплекс фото-видеофиксации нарушений ПДД";"Щёлковское шоссе, д.24";"37.774983";"55.808169";"из центра";"Выделенная полоса";"87482925";
680;"Комплекс фото-видеофиксации нарушений ПДД";"Щёлковское шоссе, д.25/15";"37.776958";"55.809089";"в центр";"Выделенная полоса";"87482926";
681;"Комплекс фото-видеофиксации нарушений ПДД";"Щёлковское шоссе, д.68";"37.807489";"55.810328";"из центра";"Скорость";"87482927";
682;"Комплекс фото-видеофиксации нарушений ПДД";"Щёлковское шоссе, д.79, корп.1";"37.806867";"55.810603";"в центр";"Выделенная полоса";"87482928";
683;"Комплекс фото-видеофиксации нарушений ПДД";"Щёлковское шоссе, д.90";"37.821508";"55.812047";"из центра";"Выделенная полоса";"87482929";
684;"Комплекс фото-видеофиксации нарушений ПДД";"бульвар Энтузиастов, опора МГТ № 12";"37.684297";"55.746786";"из центра";"Выделенная полоса";"87482930";
685;"Комплекс фото-видеофиксации нарушений ПДД";"бульвар Энтузиастов, опора МГТ № 15";"37.682239";"55.746736";"в центр";"Выделенная полоса";"87482931";
686;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов - МКАД";"37.836025";"55.775451";"в центр";"Контроль база";"87482932";
687;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов - МКАД";"37.842794";"55.772974";"внутренняя сторона МКАД";"Контроль база";"87482933";
688;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов - МКАД";"37.841465";"55.778761";"из центра";"Контроль база";"87482934";
689;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов, д 7 А, у съезда с путепровода";"37.706928";"55.749572";"в центр";"Выделенная полоса";"87482935";
690;"Комплекс фото-видеофиксации нарушений ПДД";"шоссе Энтузиастов, д.14";"37.709789";"55.749994";"из центра";"Выделенная полоса";"87482936";
691;"Комплекс фото-видеофиксации нарушений ПДД";"Южнобутовская улица, д.80";"37.518125";"55.5343";"из центра";"Скорость";"87482937";
692;"Комплекс фото-видеофиксации нарушений ПДД";"улица Юности, опора МГО № 13";"37.814217";"55.735606";"от Вешняковской ул.";"Контроль база";"87482938";
693;"Комплекс фото-видеофиксации нарушений ПДД";"улица Юных Ленинцев, д.32";"37.755653";"55.700989";"к Маршала Чуйкова ул.";"Скорость";"87482939";
694;"Комплекс фото-видеофиксации нарушений ПДД";"Юрловский проезд, д.17";"37.617355";"55.872016";"к северному б-ру";"Контроль база";"87482940";
695;"Комплекс фото-видеофиксации нарушений ПДД";"улица Большая Якиманка, д.46, стр.1";"37.612064";"55.732149";"из центра";"Скорость";"87482941";
696;"Комплекс фото-видеофиксации нарушений ПДД";"Ярославское шоссе - МКАД";"37.710213";"55.890369";"внутренняя сторона МКАД";"Контроль база+скорость";"87482942";
697;"Комплекс фото-видеофиксации нарушений ПДД";"Ярославское шоссе - МКАД";"37.733311";"55.878487";"внутренняя сторона МКАД";"Контроль база+скорость";"87482943";
698;"Комплекс фото-видеофиксации нарушений ПДД";"Ярославское шоссе - МКАД";"37.733311";"55.878487";"внутренняя сторона МКАД";"Контроль база+скорость";"87482944";
699;"Комплекс фото-видеофиксации нарушений ПДД";"Ярославское шоссе - МКАД, Комплекс № 1";"37.721458";"55.878986";"в центр";"Контроль база";"87482945";
700;"Комплекс фото-видеофиксации нарушений ПДД";"Ярославское шоссе - МКАД, Комплекс № 2";"37.722831";"55.880385";"в центр";"Контроль база";"87482946";
701;"Комплекс фото-видеофиксации нарушений ПДД";"Авиамоторная улица, д.36/7";"37.721386";"55.742482";"к Нижегородской улице";"Контроль база";"87482403";
702;"Комплекс фото-видеофиксации нарушений ПДД";"Гончарный проезд, д.14, стр.2";"37.649185";"55.73806";"по Народной улице";"Скорость";"87482548";
